Date,BNB-USD,BNB-USD_Prev_1,BNB-USD_Prev_2,BNB-USD_Prev_3,BNB-USD_MA_5,BNB-USD_MA_10,BNB-USD_Change,BNB-USD_Volatility,BTC-USD,BTC-USD_Prev_1,BTC-USD_Prev_2,BTC-USD_Prev_3,BTC-USD_MA_5,BTC-USD_MA_10,BTC-USD_Change,BTC-USD_Volatility,DOGE-USD,DOGE-USD_Prev_1,DOGE-USD_Prev_2,DOGE-USD_Prev_3,DOGE-USD_MA_5,DOGE-USD_MA_10,DOGE-USD_Change,DOGE-USD_Volatility,ETH-USD,ETH-USD_Prev_1,ETH-USD_Prev_2,ETH-USD_Prev_3,ETH-USD_MA_5,ETH-USD_MA_10,ETH-USD_Change,ETH-USD_Volatility,SOL-USD,SOL-USD_Prev_1,SOL-USD_Prev_2,SOL-USD_Prev_3,SOL-USD_MA_5,SOL-USD_MA_10,SOL-USD_Change,SOL-USD_Volatility
2023-01-10,0.1322101123705286,0.1237922401521636,0.1268810460080953,0.1028421565952228,0.11719406797651719,0.09991517066105879,0.06799999909540277,0.014629683614598401,0.0091739720330886,0.006384084010221,0.0052065211194279,0.0036864896880771,0.00562056418855602,0.00344478928639008,0.4370067841214109,0.0022911764914882483,0.0484416238437224,0.0436907593288407,0.0383585711598534,0.0349902316224345,0.04021543643879279,0.03658280328777726,0.10873842862569805,0.0057410358430895776,0.0473293148755896,0.0420781464985067,0.0301501481595776,0.0220924721268377,0.03310507525470496,0.02117798430213077,0.1247956199132787,0.011158437086145428,0.0251516008852857,0.0255795513624193,0.0175558311508184,0.0125872117091536,0.019043234256997936,0.01419321749442062,-0.016730179160308944,0.006042143800807706
2023-01-11,0.1464417660347985,0.1322101123705286,0.1237922401521636,0.1268810460080953,0.12643346423216179,0.10742091122012391,0.10764421426694382,0.01579104172345431,0.014632282586642,0.0091739720330886,0.006384084010221,0.0052065211194279,0.00781666988749132,0.00490801754505428,0.5949778933123422,0.004307505454032462,0.049477280059727,0.0484416238437224,0.0436907593288407,0.0383585711598534,0.0429916932029156,0.03851929551209339,0.021379469427897924,0.006279778690469317,0.0652483635734391,0.0473293148755896,0.0420781464985067,0.0301501481595776,0.04137968904679014,0.02770282065947468,0.37860359367025986,0.01661098160125218,0.0258100462088555,0.0251516008852857,0.0255795513624193,0.0175558311508184,0.0213368482633065,0.01677422211530617,0.026179062182678292,0.005987791689113744
2023-01-12,0.1515162967879604,0.1464417660347985,0.1322101123705286,0.1237922401521636,0.1361682922707093,0.11517744158285984,0.03465220947933689,0.0122085247178824,0.0250739511459113,0.014632282586642,0.0091739720330886,0.006384084010221,0.012094162179058161,0.007344597426768659,0.713604900495951,0.008116173349808842,0.0546873544097538,0.049477280059727,0.0484416238437224,0.0436907593288407,0.04693111776037946,0.04067659900311453,0.10530235986572833,0.006182884764140618,0.0757198151112971,0.0652483635734391,0.0473293148755896,0.0420781464985067,0.052105157643682024,0.03479698444416017,0.16048604078893192,0.0182740798504529,0.0268608167804385,0.0258100462088555,0.0251516008852857,0.0255795513624193,0.02419156927756348,0.01893789203697501,0.04071168889354726,0.003762496686084029
2023-01-13,0.1623790210474241,0.1515162967879604,0.1464417660347985,0.1322101123705286,0.14326788727857503,0.12391062776594355,0.07169343819606122,0.0153697789235409,0.0366918952843089,0.0250739511459113,0.014632282586642,0.0091739720330886,0.01839123701203436,0.01095259383154718,0.463347163388411,0.012478303136513809,0.0648290253664799,0.0546873544097538,0.049477280059727,0.0484416238437224,0.052225208601704765,0.04408891043462771,0.18544819119860878,0.008056392001135866,0.0874722576207034,0.0757198151112971,0.0652483635734391,0.0473293148755896,0.06356957953590718,0.04306212818992091,0.15520960388151916,0.019022437082599115,0.0336172360462799,0.0268608167804385,0.0258100462088555,0.0251516008852857,0.027403850256655777,0.020938994736239176,0.25153439380003473,0.0035299416905994634
2023-01-14,0.1834931585716252,0.1623790210474241,0.1515162967879604,0.1464417660347985,0.15520807096246736,0.13237260418567737,0.13002995946153995,0.01917584485893406,0.0486085393666561,0.0366918952843089,0.0250739511459113,0.014632282586642,0.026836128083321382,0.0155473953572166,0.3247759209495862,0.016086989378213984,0.0718759208583069,0.0648290253664799,0.0546873544097538,0.049477280059727,0.05786224090759799,0.04752955554792021,0.1086996981983106,0.010174168393732816,0.1220535610143199,0.0874722576207034,0.0757198151112971,0.0652483635734391,0.07956466243906982,0.05332848059134661,0.3953402408289004,0.027958422078225336,0.0577427184009785,0.0336172360462799,0.0268608167804385,0.0258100462088555,0.03383648366436762,0.02531578880473348,0.7176521687114827,0.013784655820777349
2023-01-15,0.1776762416232742,0.1834931585716252,0.1623790210474241,0.1515162967879604,0.16430129681301647,0.14074768239476682,-0.03170100179010449,0.016072732466951335,0.0475416852790478,0.0486085393666561,0.0366918952843089,0.0250739511459113,0.03450967073251322,0.02006511746053462,-0.021947873799724404,0.014641695321213415,0.0689643343206294,0.0718759208583069,0.0648290253664799,0.0546873544097538,0.0619667830029794,0.05109110972088608,-0.040508511096745026,0.009543675042139542,0.1226721599467393,0.1220535610143199,0.0874722576207034,0.0757198151112971,0.09463323145329976,0.06386915335400237,0.005068257962148381,0.02650718444388756,0.052173140327241,0.0577427184009785,0.0336172360462799,0.0268608167804385,0.039240791552758676,0.029142012904878313,-0.09645507222332506,0.014788847270090378
2023-01-16,0.172041071834557,0.1776762416232742,0.1834931585716252,0.1623790210474241,0.16942115797296817,0.14792731110256496,-0.03171594433354463,0.012680765967566811,0.0507683210577983,0.0475416852790478,0.0486085393666561,0.0366918952843089,0.04173687842674448,0.024776774157117896,0.06786961294728266,0.010788737914342256,0.0628700540081577,0.0689643343206294,0.0718759208583069,0.0648290253664799,0.06464533779266554,0.05381851549779058,-0.08836858025973438,0.006581828567585937,0.1311712602710383,0.1226721599467393,0.1220535610143199,0.0874722576207034,0.1078178107928196,0.07459874991980486,0.0692830413028438,0.02456071424214724,0.0550234211179248,0.052173140327241,0.0577427184009785,0.0336172360462799,0.045083466534572535,0.033210157398939524,0.05463119093093183,0.013900199954453431
2023-01-17,0.1735552395603656,0.172041071834557,0.1776762416232742,0.1834931585716252,0.1738289465274492,0.15499861939907927,0.008801199095438639,0.007787343560364332,0.0506776855890499,0.0507683210577983,0.0475416852790478,0.0486085393666561,0.0468576253153722,0.02947589374721518,-0.0017852760709816673,0.005847266600679948,0.0612726014298127,0.0628700540081577,0.0689643343206294,0.0718759208583069,0.06596238719667732,0.056446752478528386,-0.02540879920570338,0.004382427724112683,0.1280348133046184,0.1311712602710383,0.1226721599467393,0.1220535610143199,0.11828081043148386,0.08519298403758295,-0.023911083570738456,0.017635112651577092,0.0522166779853641,0.0550234211179248,0.052173140327241,0.0577427184009785,0.05015463877555766,0.037173104026560565,-0.051009971309224134,0.009527539519024844
2023-01-18,0.1500094638982307,0.1735552395603656,0.172041071834557,0.1776762416232742,0.17135503509761052,0.15731146118809278,-0.13566732829143568,0.01273024596503023,0.0453966094872644,0.0506776855890499,0.0507683210577983,0.0475416852790478,0.04859856815596329,0.03349490258399883,-0.10420910190355259,0.002258328868444596,0.0544553017561679,0.0612726014298127,0.0628700540081577,0.0689643343206294,0.06388764247461491,0.05805642553815984,-0.11126179588529417,0.006826938717622499,0.1097694241811391,0.1280348133046184,0.1311712602710383,0.1226721599467393,0.122740243743571,0.09315491163973909,-0.14265955213307957,0.008182799570110536,0.0439869567197428,0.0522166779853641,0.0550234211179248,0.052173140327241,0.052228582910250246,0.03981621658345301,-0.15760713977109042,0.005151320915272331
2023-01-19,0.1644324392028175,0.1500094638982307,0.1735552395603656,0.172041071834557,0.167542891223849,0.1613754810931582,0.09614710252128922,0.010910576717130555,0.0498428967025991,0.0453966094872644,0.0506776855890499,0.0507683210577983,0.048845439623151896,0.037840783853236644,0.09794315623024819,0.0023261407745755525,0.0580434825652768,0.0544553017561679,0.0612726014298127,0.0628700540081577,0.0611211548160089,0.05949169786180345,0.06589222157239227,0.005442947563157991,0.1226990407350016,0.1097694241811391,0.1280348133046184,0.1311712602710383,0.12286933968770734,0.10121700106338857,0.11778887108423142,0.008174345094894543,0.0463186839316279,0.0439869567197428,0.0522166779853641,0.0550234211179248,0.04994377601638012,0.041890129840373866,0.05300951431446821,0.004597932462110525
